* Measurement data measured by REW V5.31.3
* Source: /home/delab/repos/sound_calibration/data/captured_sweep_R.wav
* Format: 256k Log Swept Sine, 1 sweep using an acoustic timing reference
* Dated: 28-May-2026 19:28:44
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement generated from imported files Stimulus: 256kMeasSweep_0_to_20000_-12_dBFS_48k_Float_mono.wav Response: captured_sweep_R.wav
* Measurement: captured_sweep_R
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
9160.766602 54.056 -121.8516
9161.132812 54.335 -119.5303
9161.499023 54.633 -119.2812
9161.865234 54.700 -119.9609
9162.231445 54.535 -119.7197
9162.597656 54.377 -117.4111
9162.963867 54.530 -113.8350
9163.330078 55.036 -111.2646
9163.696289 55.636 -110.9844
9164.062500 56.069 -112.4121
9164.428711 56.249 -114.1660
9164.794922 56.259 -115.0840
9165.161133 56.263 -114.8125
9165.527344 56.397 -113.9492
9165.893555 56.660 -113.4346
9166.259766 56.955 -113.6963
9166.625977 57.197 -114.5000
9166.992188 57.375 -115.4004
9167.358398 57.525 -116.1777
9167.724609 57.681 -116.9277
9168.090820 57.839 -117.8369
9168.457031 57.971 -118.9150
9168.823242 58.062 -119.9561
9169.189453 58.134 -120.7314
9169.555664 58.235 -121.2246
9169.921875 58.397 -121.6846
9170.288086 58.614 -122.4531
9170.654297 58.839 -123.7080
9171.020508 59.027 -125.3779
9171.386719 59.148 -127.2256
9171.752930 59.203 -128.9873
9172.119141 59.210 -130.4541
9172.485352 59.195 -131.5176
9172.851562 59.194 -132.1758
9173.217773 59.233 -132.5498
9173.583984 59.326 -132.8633
9173.950195 59.459 -133.3545
9174.316406 59.600 -134.1455
9174.682617 59.710 -135.1660
9175.048828 59.774 -136.1953
9175.415039 59.806 -137.0127
9175.781250 59.846 -137.5576
9176.147461 59.925 -138.0107
9176.513672 60.043 -138.6816
9176.879883 60.162 -139.7705
9177.246094 60.229 -141.2080
9177.612305 60.220 -142.6797
9177.978516 60.151 -143.8145
9178.344727 60.083 -144.4238
9178.710938 60.084 -144.6855
9179.077148 60.182 -145.0850
9179.443359 60.342 -146.0928
9179.809570 60.489 -147.8584
9180.175781 60.559 -150.1680
9180.541992 60.527 -152.6230
9180.908203 60.411 -154.8496
9181.274414 60.251 -156.6572
9181.640625 60.089 -158.0752
9182.006836 59.945 -159.2432
9182.373047 59.816 -160.2627
9182.739258 59.700 -161.1279
9183.105469 59.608 -161.8135
9183.471680 59.561 -162.4082
9183.837891 59.566 -163.1367
9184.204102 59.595 -164.2188
9184.570312 59.606 -165.7012
9184.936523 59.563 -167.4189
9185.302734 59.455 -169.1152
9185.668945 59.301 -170.6025
9186.035156 59.122 -171.8379
9186.401367 58.929 -172.8604
9186.767578 58.719 -173.6562
9187.133789 58.498 -174.1084
9187.500000 58.299 -174.1133
9187.866211 58.170 -173.7979
9188.232422 58.136 -173.5674
9188.598633 58.163 -173.8594
9188.964844 58.179 -174.8096
9189.331055 58.120 -176.1797
9189.697266 57.969 -177.5537
9190.063477 57.754 -178.6064
9190.429688 57.514 -179.2607
9190.795898 57.270 -179.6055
9191.162109 57.018 -179.6602
9191.528320 56.762 -179.2539
9191.894531 56.551 -178.2188
9192.260742 56.461 -176.7646
9192.626953 56.523 -175.5684
9192.993164 56.668 -175.2783
9193.359375 56.774 -175.9600
9193.725586 56.757 -177.0801
9194.091797 56.621 -177.9219
9194.458008 56.445 -178.0762
9194.824219 56.315 -177.7139
9195.190430 56.246 -177.3467
9195.556641 56.174 -177.1953
9195.922852 56.044 -176.8730
9196.289062 55.899 -175.7559
9196.655273 55.877 -173.7666
9197.021484 56.080 -171.8232
9197.387695 56.437 -171.1309
9197.753906 56.754 -171.9990
9198.120117 56.875 -173.6572
9198.486328 56.783 -174.8535
9198.852539 56.612 -174.6152
9199.218750 56.578 -173.0410
9199.584961 56.798 -171.4678
9199.951172 57.158 -171.2520
9200.317383 57.441 -172.5225
9200.683594 57.507 -174.3232
9201.049805 57.370 -175.3896
9201.416016 57.182 -174.8877
9201.782227 57.155 -173.0898
9202.148438 57.382 -171.3369
9202.514648 57.751 -170.8252
9202.880859 58.080 -171.6465
9203.247070 58.263 -173.0605
9203.613281 58.314 -174.2090
9203.979492 58.332 -174.6641
9204.345703 58.422 -174.6738
9204.711914 58.611 -174.9326
9205.078125 58.834 -175.9639
9205.444336 58.988 -177.7373
9205.810547 59.013 -179.7568
9206.176758 58.918 178.6162
9206.542969 58.776 177.8369
9206.909180 58.698 177.8965
9207.275391 58.761 178.2588
9207.641602 58.962 178.1826
9208.007812 59.224 177.2031
9208.374023 59.453 175.3340
9208.740234 59.590 172.9150
9209.106445 59.620 170.3818
9209.472656 59.564 168.0908
9209.838867 59.460 166.2334
9210.205078 59.350 164.8262
9210.571289 59.261 163.7627
9210.937500 59.206 162.9072
9211.303711 59.184 162.1523
9211.669922 59.193 161.4316
9212.036133 59.231 160.6943
9212.402344 59.295 159.8711
9212.768555 59.379 158.8848
9213.134766 59.467 157.6709
9213.500977 59.540 156.2148
9213.867188 59.573 154.5762
9214.233398 59.553 152.9004
9214.599609 59.477 151.3848
9214.965820 59.364 150.2109
9215.332031 59.249 149.4531
9215.698242 59.168 149.0068
9216.064453 59.137 148.6172
9216.430664 59.143 148.0283
9216.796875 59.145 147.1338
9217.163086 59.110 146.0332
9217.529297 59.022 144.9590
9217.895508 58.895 144.1475
9218.261719 58.764 143.7246
9218.627930 58.671 143.6318
9218.994141 58.646 143.6279
9219.360352 58.684 143.3896
9219.726562 58.750 142.6650
9220.092773 58.786 141.4219
9220.458984 58.740 139.9092
9220.825195 58.592 138.6016
9221.191406 58.385 138.0117
9221.557617 58.214 138.3691
9221.923828 58.189 139.2930
9222.290039 58.336 139.9111
9222.656250 58.566 139.5186
9223.022461 58.744 138.1162
9223.388672 58.787 136.3125
9223.754883 58.705 134.8838
9224.121094 58.593 134.2734
9224.487305 58.560 134.2393
9224.853516 58.638 134.0273
9225.219727 58.743 133.0781
9225.585938 58.762 131.5469
9225.952148 58.647 130.1602
9226.318359 58.466 129.6582
9226.684570 58.369 130.1377
9227.050781 58.469 130.7393
9227.416992 58.721 130.2959
9227.783203 58.961 128.3574
9228.149414 59.044 125.4102
9228.515625 58.921 122.4062
9228.881836 58.657 120.2363
9229.248047 58.393 119.2578
9229.614258 58.267 119.0117
9229.980469 58.310 118.5371
9230.346680 58.434 117.1641
9230.712891 58.524 114.9248
9231.079102 58.517 112.3203
9231.445312 58.420 109.8887
9231.811523 58.286 107.9346
9232.177734 58.168 106.4424
9232.543945 58.099 105.1875
9232.910156 58.073 103.9199
9233.276367 58.068 102.4756
9233.642578 58.051 100.7988
9234.008789 57.985 98.9482
9234.375000 57.838 97.1260
9234.741211 57.599 95.6943
9235.107422 57.299 95.0713
9235.473633 57.026 95.4746
9235.839844 56.886 96.5967
9236.206055 56.927 97.5928
9236.572266 57.084 97.6074
9236.938477 57.225 96.3467
9237.304688 57.235 94.1406
9237.670898 57.059 91.6562
9238.037109 56.713 89.6006
9238.403320 56.270 88.4941
9238.769531 55.839 88.4727
9239.135742 55.517 89.1875
9239.501953 55.342 89.9854
9239.868164 55.271 90.3154
9240.234375 55.232 90.0264
9240.600586 55.165 89.3457
9240.966797 55.055 88.6777
9241.333008 54.936 88.3721
9241.699219 54.867 88.5225
9242.065430 54.898 88.9014
9242.431641 55.038 89.0977
9242.797852 55.245 88.8018
9243.164062 55.461 87.9746
9243.530273 55.645 86.7871
9243.896484 55.782 85.4697
9244.262695 55.874 84.1836
9244.628906 55.927 83.0205
9244.995117 55.946 82.0635
9245.361328 55.944 81.4209
9245.727539 55.953 81.1543
9246.093750 56.019 81.1260
9246.459961 56.168 80.9375
9246.826172 56.375 80.1143
9247.192383 56.569 78.4062
9247.558594 56.674 75.9355
9247.924805 56.647 73.1133
9248.291016 56.494 70.4316
9248.657227 56.267 68.2471
9249.023438 56.043 66.6162
9249.389648 55.878 65.2891
9249.755859 55.788 63.9004
9250.122070 55.754 62.2129
9250.488281 55.752 60.1992
9250.854492 55.774 57.9121
9251.220703 55.824 55.3496
9251.586914 55.893 52.4375
9251.953125 55.953 49.1543
9252.319336 55.972 45.6514
9252.685547 55.934 42.2461
9253.051758 55.863 39.2783
9253.417969 55.820 36.8838
9253.784180 55.866 34.8271
9254.150391 56.017 32.5938
9254.516602 56.226 29.7207
9254.882812 56.415 26.0898
9255.249023 56.522 21.9248
9255.615234 56.526 17.5986
9255.981445 56.449 13.4180
9256.347656 56.333 9.4805
9256.713867 56.213 5.6738
9257.080078 56.098 1.8203
9257.446289 55.978 -2.1494
9257.812500 55.854 -6.1592
9258.178711 55.752 -10.1182
9258.544922 55.714 -14.1230
9258.911133 55.762 -18.5107
9259.277344 55.865 -23.6406
9259.643555 55.950 -29.5859
9260.009766 55.944 -35.9883
9260.375977 55.823 -42.1631
9260.742188 55.638 -47.3750
9261.108398 55.515 -51.2520
9261.474609 55.596 -54.2031
9261.840820 55.921 -57.2939
9262.207031 56.390 -61.4180
9262.573242 56.846 -66.6504
9262.939453 57.186 -72.4053
9263.305664 57.405 -77.9277
9263.671875 57.574 -82.7510
9264.038086 57.794 -86.9873
9264.404297 58.104 -91.2607
9264.770508 58.452 -96.1924
9265.136719 58.725 -101.8936
9265.502930 58.836 -107.9033
9265.869141 58.763 -113.4453
9266.235352 58.574 -117.7803
9266.601562 58.408 -120.6152
9266.967773 58.407 -122.4424
9267.333984 58.608 -124.2988
9267.700195 58.920 -126.9590
9268.066406 59.217 -130.4463
9268.432617 59.431 -134.2559
9268.798828 59.573 -137.8311
9269.165039 59.704 -140.9268
9269.531250 59.885 -143.7178
9269.897461 60.124 -146.5986
9270.263672 60.380 -149.8350
9270.629883 60.599 -153.3721
9270.996094 60.752 -156.9307
9271.362305 60.850 -160.2041
9271.728516 60.930 -163.0430
9272.094727 61.030 -165.4990
9272.460938 61.171 -167.7607
9272.827148 61.348 -170.0146
9273.193359 61.547 -172.3672
9273.559570 61.753 -174.8477
9273.925781 61.953 -177.4473
9274.291992 62.139 179.8672
9274.658203 62.304 177.1582
9275.024414 62.449 174.4961
9275.390625 62.583 171.9238
9275.756836 62.718 169.4092
9276.123047 62.851 166.8701
9276.489258 62.970 164.2500
9276.855469 63.054 161.6113
9277.221680 63.092 159.1387
9277.587891 63.101 157.0537
9277.954102 63.124 155.4551
9278.320312 63.206 154.2051
9278.686523 63.368 152.9727
9279.052734 63.589 151.4346
9279.418945 63.825 149.4580
9279.785156 64.038 147.1260
9280.151367 64.213 144.6064
9280.517578 64.355 142.0254
9280.883789 64.470 139.4131
9281.250000 64.558 136.7520
9281.616211 64.610 134.0635
9281.982422 64.619 131.4473
9282.348633 64.591 129.0459
9282.714844 64.548 126.9502
9283.081055 64.516 125.1348
9283.447266 64.511 123.4756
9283.813477 64.534 121.8428
9284.179688 64.576 120.1748
9284.545898 64.634 118.4619
9284.912109 64.714 116.6660
9285.278320 64.814 114.6738
9285.644531 64.918 112.3457
9286.010742 64.992 109.6436
9286.376953 64.998 106.7148
9286.743164 64.921 103.8535
9287.109375 64.782 101.3789
9287.475586 64.628 99.4482
9287.841797 64.514 97.9395
9288.208008 64.461 96.5166
9288.574219 64.446 94.8750
9288.940430 64.420 92.9658
9289.306641 64.354 90.9971
9289.672852 64.258 89.2402
9290.039062 64.174 87.7812
9290.405273 64.139 86.4180
9290.771484 64.147 84.7979
9291.137695 64.148 82.7236
9291.503906 64.083 80.3389
9291.870117 63.926 78.0547
9292.236328 63.706 76.3125
9292.602539 63.500 75.2822
9292.968750 63.381 74.6787
9293.334961 63.363 73.9238
9293.701172 63.385 72.5898
9294.067383 63.362 70.7070
9294.433594 63.241 68.7012
9294.799805 63.034 67.1084
9295.166016 62.808 66.2588
9295.532227 62.647 66.0391
9295.898438 62.595 65.9365
9296.264648 62.620 65.4141
9296.630859 62.642 64.2939
9296.997070 62.595 62.8223
9297.363281 62.456 61.4756
9297.729492 62.264 60.6924
9298.095703 62.096 60.6113
9298.461914 62.026 60.9316
9298.828125 62.073 61.0527
9299.194336 62.179 60.4814
9299.560547 62.253 59.1494
9299.926758 62.229 57.4121
9300.292969 62.092 55.8262
9300.659180 61.895 54.8467
9301.025391 61.726 54.5410
9301.391602 61.647 54.5010
9301.757812 61.648 54.1543
9302.124023 61.652 53.2617
9302.490234 61.592 52.1064
9302.856445 61.464 51.2354
9303.222656 61.342 50.9961
9303.588867 61.322 51.1475
9303.955078 61.426 50.9639
9304.321289 61.571 49.8809
9304.687500 61.634 48.0156
9305.053711 61.552 46.0723
9305.419922 61.361 44.8887
9305.786133 61.195 44.8428
9306.152344 61.194 45.4141
9306.518555 61.370 45.4961
9306.884766 61.596 44.3887
9307.250977 61.718 42.3281
9307.617188 61.668 40.1699
9307.983398 61.493 38.8037
9308.349609 61.327 38.5918
9308.715820 61.299 39.0459
9309.082031 61.423 39.2061
9309.448242 61.593 38.5088
9309.814453 61.694 37.1865
9310.180664 61.692 35.9131
9310.546875 61.651 35.2236
9310.913086 61.674 35.0654
9311.279297 61.814 34.8027
9311.645508 62.017 33.7783
9312.011719 62.175 31.8711
9312.377930 62.204 29.5254
9312.744141 62.095 27.4268
9313.110352 61.913 26.1094
9313.476562 61.764 25.6377
9313.842773 61.725 25.5391
9314.208984 61.793 25.1465
9314.575195 61.895 24.0996
9314.941406 61.953 22.5098
9315.307617 61.935 20.7588
9315.673828 61.857 19.2080
9316.040039 61.764 18.0049
9316.406250 61.694 17.0498
9316.772461 61.659 16.1289
9317.138672 61.643 15.1016
9317.504883 61.629 13.9756
9317.871094 61.613 12.8379
9318.237305 61.605 11.7275
9318.603516 61.619 10.5693
9318.969727 61.648 9.2266
9319.335938 61.670 7.6201
9319.702148 61.657 5.8203
9320.068359 61.594 4.0205
9320.434570 61.492 2.4316
9320.800781 61.383 1.1494
9321.166992 61.301 0.0713
9321.533203 61.254 -1.0449
9321.899414 61.218 -2.4131
9322.265625 61.151 -4.0586
9322.631836 61.020 -5.7812
9322.998047 60.824 -7.2666
9323.364258 60.600 -8.2725
9323.730469 60.404 -8.8066
9324.096680 60.279 -9.1816
9324.462891 60.216 -9.8320
9324.829102 60.160 -11.0020
9325.195312 60.045 -12.5781
9325.561523 59.842 -14.1582
9325.927734 59.575 -15.2832
9326.293945 59.320 -15.7324
9326.660156 59.164 -15.7539
9327.026367 59.137 -15.9805
9327.392578 59.186 -16.9941
9327.758789 59.211 -18.9180
9328.125000 59.132 -21.3887
9328.491211 58.924 -23.7920
9328.857422 58.633 -25.5537
9329.223633 58.352 -26.4434
9329.589844 58.172 -26.7510
9329.956055 58.119 -27.1357
9330.322266 58.132 -28.1357
9330.688477 58.112 -29.7930
9331.054688 57.986 -31.6738
9331.420898 57.747 -33.1406
9331.787109 57.459 -33.6631
9332.153320 57.232 -33.1533
9332.519531 57.162 -32.1211
9332.885742 57.255 -31.4053
9333.251953 57.430 -31.6006
9333.618164 57.578 -32.7500
9333.984375 57.629 -34.4834
9334.350586 57.566 -36.3135
9334.716797 57.423 -37.8779
9335.083008 57.252 -39.0840
9335.449219 57.095 -40.1016
9335.815430 56.955 -41.2080
9336.181641 56.804 -42.5586
9336.547852 56.605 -44.0703
9336.914062 56.351 -45.4824
9337.280273 56.067 -46.5449
9337.646484 55.806 -47.2168
9338.012695 55.609 -47.7402
9338.378906 55.473 -48.4805
9338.745117 55.353 -49.6328
9339.111328 55.197 -51.0693
9339.477539 54.992 -52.4385
9339.843750 54.773 -53.4492
9340.209961 54.604 -54.1572
9340.576172 54.517 -55.0244
9340.942383 54.464 -56.5820
9341.308594 54.339 -58.9756
9341.674805 54.036 -61.7812
9342.041016 53.513 -64.1211
9342.407227 52.826 -64.9541
9342.773438 52.167 -63.6318
9343.139648 51.789 -60.7529
9343.505859 51.793 -58.2500
9343.872070 52.007 -57.8232
9344.238281 52.168 -59.6982
9344.604492 52.098 -63.0400
9344.970703 51.747 -66.7197
9345.336914 51.161 -69.7148
9345.703125 50.470 -71.3662
9346.069336 49.846 -71.6982
9346.435547 49.414 -71.5605
9346.801758 49.162 -72.1377
9347.167969 48.947 -74.0889
9347.534180 48.604 -77.2090
9347.900391 48.022 -80.6260
9348.266602 47.177 -83.0674
9348.632812 46.174 -83.1270
9348.999023 45.297 -79.9893
9349.365234 44.894 -74.7373
9349.731445 45.031 -70.1504
9350.097656 45.416 -67.9512
9350.463867 45.757 -67.7549
9350.830078 45.952 -68.4375
9351.196289 46.045 -69.3379
9351.562500 46.083 -70.5752
9351.928711 46.020 -72.6152
9352.294922 45.709 -75.4785
9352.661133 44.989 -78.2500
9353.027344 43.795 -78.9170
9353.393555 42.363 -74.5713
9353.759766 41.504 -64.2295
9354.125977 41.899 -54.1084
9354.492188 42.877 -50.7686
9354.858398 43.538 -53.4668
9355.224609 43.530 -59.0625
9355.590820 42.799 -64.7363
9355.957031 41.443 -67.7051
9356.323242 39.869 -65.0527
9356.689453 38.984 -56.6768
9357.055664 39.350 -49.3750
9357.421875 40.253 -48.8438
9357.788086 40.904 -54.1699
9358.154297 40.991 -62.7510
9358.520508 40.394 -72.4551
9358.886719 38.987 -81.1475
9359.252930 36.608 -85.0859
9359.619141 33.575 -75.2217
9359.985352 33.191 -47.2754
9360.351562 36.274 -33.6973
9360.717773 38.961 -37.3096
9361.083984 40.508 -47.9717
9361.450195 40.987 -61.6562
9361.816406 40.395 -76.8633
9362.182617 38.527 -93.0117
9362.548828 34.689 -110.1357
9362.915039 25.702 -131.4570
9363.281250 23.631 50.5488
9363.647461 32.526 28.4141
9364.013672 35.349 12.5225
9364.379883 35.870 -1.1836
9364.746094 34.717 -11.9414
9365.112305 31.889 -16.8672
9365.478516 27.250 -6.4121
9365.844727 24.330 39.4209
9366.210938 27.789 75.2451
9366.577148 31.276 87.7031
9366.943359 34.055 91.4980
9367.309570 36.220 89.4521
9367.675781 37.615 83.1543
9368.041992 38.089 74.6543
9368.408203 37.528 66.4893
9368.774414 35.869 62.7695
9369.140625 33.654 71.4336
9369.506836 33.618 93.5986
9369.873047 36.233 104.9854
9370.239258 38.647 102.9160
9370.605469 40.190 95.8838
9370.971680 41.036 88.3916
9371.337891 41.470 82.5742
9371.704102 41.792 79.0742
9372.070312 42.211 77.2803
9372.436523 42.756 76.2305
9372.802734 43.367 75.6582
9373.168945 44.058 75.7764
9373.535156 44.931 76.1934
9373.901367 45.994 75.5938
9374.267578 47.063 72.8867
9374.633789 47.881 68.1904
9375.000000 48.262 62.6611
9375.366211 48.147 58.0654
9375.732422 47.660 56.5381
9376.098633 47.240 59.6006
9376.464844 47.509 65.3516
9376.831055 48.522 68.5791
9377.197266 49.679 66.8213
9377.563477 50.498 61.3516
9377.929688 50.811 54.3281
9378.295898 50.635 47.7295
9378.662109 50.127 43.2676
9379.028320 49.613 41.9053
9379.394531 49.487 42.6211
9379.760742 49.857 42.5000
9380.126953 50.423 39.5859
9380.493164 50.838 34.2559
9380.859375 50.936 28.0576
9381.225586 50.726 22.6553
9381.591797 50.371 19.2656
9381.958008 50.126 17.9609
9382.324219 50.158 17.3096
9382.690430 50.371 15.5811
9383.056641 50.505 12.3604
9383.422852 50.372 8.5928
9383.789062 49.945 5.7471
9384.155273 49.380 4.9932
9384.521484 48.939 6.2676
9384.887695 48.776 7.9570
9385.253906 48.766 8.4141
9385.620117 48.670 7.5352
9385.986328 48.380 6.3906
9386.352539 47.980 5.9990
9386.718750 47.652 6.2939
9387.084961 47.472 6.0713
9387.451172 47.302 4.3135
9387.817383 46.937 1.3213
9388.183594 46.290 -1.5146
9388.549805 45.487 -2.6514
9388.916016 44.844 -1.7891
9389.282227 44.582 -0.8223
9389.648438 44.517 -1.9814
9390.014648 44.254 -5.2188
9390.380859 43.535 -8.3330
9390.747070 42.424 -8.0449
9391.113281 41.492 -1.9287
9391.479492 41.527 6.9648
9391.845703 42.308 12.1504
9392.211914 42.981 12.9521
9392.578125 43.176 12.8438
9392.944336 43.095 15.1055
9393.310547 43.294 20.0830
9393.676758 44.056 23.9619
9394.042969 44.937 23.4365
9394.409180 45.346 19.0469
9394.775391 44.925 13.2441
9395.141602 43.457 9.4707
9395.507812 40.935 14.0928
9395.874023 38.969 36.9707
9396.240234 40.732 62.2031
9396.606445 43.561 69.2285
9396.972656 45.518 66.8213
9397.338867 46.590 61.4619
9397.705078 46.995 55.8838
9398.071289 46.932 51.4854
9398.437500 46.605 49.1152
9398.803711 46.252 49.0996
9399.169922 46.118 50.8809
9399.536133 46.341 52.9150
9399.902344 46.838 53.5859
9400.268555 47.395 52.3447
9400.634766 47.827 49.7939
9401.000977 48.069 47.1064
9401.367188 48.188 45.4141
9401.733398 48.367 45.1494
9402.099609 48.775 45.4932
9402.465820 49.394 44.9092
9402.832031 50.010 42.5830
9403.198242 50.392 39.0332
9403.564453 50.423 35.6641
9403.930664 50.157 34.2148
9404.296875 49.868 35.9561
9404.663086 49.968 40.1113
9405.029297 50.599 43.5391
9405.395508 51.434 43.9277
9405.761719 52.089 41.6191
9406.127930 52.387 38.2363
9406.494141 52.358 35.4004
9406.860352 52.168 34.1055
9407.226562 52.036 34.2227
9407.592773 52.065 34.5938
9407.958984 52.163 34.2168
9408.325195 52.179 33.2314
9408.691406 52.074 32.6230
9409.057617 51.984 33.1738
9409.423828 52.115 34.4150
9409.790039 52.512 34.7334
9410.156250 52.984 32.9941
9410.522461 53.290 29.5176
9410.888672 53.308 25.5986
9411.254883 53.076 22.7178
9411.621094 52.791 21.8105
9411.987305 52.709 22.4375
9412.353516 52.919 22.8477
9412.719727 53.244 21.6562
9413.085938 53.432 19.0117
9413.452148 53.346 16.1426
9413.818359 53.019 14.5234
9414.184570 52.643 15.1465
9414.550781 52.492 17.6816
9414.916992 52.702 20.3662
9415.283203 53.147 21.5176
9415.649414 53.596 20.7861
9416.015625 53.897 18.7832
9416.381836 54.003 16.3154
9416.748047 53.931 14.0430
9417.114258 53.735 12.4277
9417.480469 53.492 11.7158
9417.846680 53.298 11.8213
9418.212891 53.222 12.2314
9418.579102 53.256 12.2139
9418.945312 53.306 11.3291
9419.311523 53.258 9.7705
9419.677734 53.049 8.2949
9420.043945 52.724 7.8330
9420.410156 52.439 8.9082
9420.776367 52.381 11.0078
9421.142578 52.603 12.7461
9421.508789 52.972 13.0645
9421.875000 53.307 11.9912
9422.241211 53.509 10.2637
9422.607422 53.588 8.6689
9422.973633 53.614 7.6064
9423.339844 53.663 6.9746
9423.706055 53.753 6.4121
9424.072266 53.851 5.6953
9424.438477 53.921 4.9082
9424.804688 53.959 4.2920
9425.170898 53.997 3.9521
9425.537109 54.068 3.7363
9425.903320 54.166 3.3555
9426.269531 54.252 2.6670
9426.635742 54.282 1.8037
9427.001953 54.245 1.0820
9427.368164 54.173 0.7803
9427.734375 54.121 0.9473
9428.100586 54.132 1.3516
9428.466797 54.214 1.6387
9428.833008 54.336 1.5713
9429.199219 54.460 1.1328
9429.565430 54.563 0.4688
9429.931641 54.646 -0.2402
9430.297852 54.724 -0.8887
9430.664062 54.819 -1.4766
9431.030273 54.941 -2.0801
9431.396484 55.087 -2.7783
9431.762695 55.246 -3.5889
9432.128906 55.410 -4.4521
9432.495117 55.580 -5.2676
9432.861328 55.774 -5.9756
9433.227539 56.017 -6.6504
9433.593750 56.319 -7.5244
9433.959961 56.659 -8.8955
9434.326172 56.983 -10.9482
9434.692383 57.216 -13.6016
9435.058594 57.298 -16.4688
9435.424805 57.206 -18.9160
9435.791016 56.986 -20.2158
9436.157227 56.766 -19.8955
9436.523438 56.725 -18.2520
9436.889648 56.959 -16.5195
9437.255859 57.387 -16.0361
9437.622070 57.815 -17.2441
9437.988281 58.082 -19.6260
9438.354492 58.129 -22.2256
9438.720703 57.998 -24.1240
9439.086914 57.813 -24.8271
9439.453125 57.716 -24.5771
9439.819336 57.764 -24.2197
9440.185547 57.897 -24.4834
9440.551758 58.003 -25.4121
9440.917969 58.026 -26.4805
9441.284180 58.003 -27.1055
9441.650391 58.033 -27.1650
9442.016602 58.191 -27.1631
9442.382812 58.457 -27.8291
9442.749023 58.728 -29.4785
9443.115234 58.906 -31.8115
9443.481445 58.958 -34.1865
9443.847656 58.925 -36.0020
9444.213867 58.899 -37.0430
9444.580078 58.962 -37.6133
9444.946289 59.131 -38.3008
9445.312500 59.346 -39.5137
9445.678711 59.532 -41.2207
9446.044922 59.647 -43.0742
9446.411133 59.698 -44.6748
9446.777344 59.732 -45.8135
9447.143555 59.799 -46.5645
9447.509766 59.925 -47.2158
9447.875977 60.098 -48.0674
9448.242188 60.282 -49.2725
9448.608398 60.441 -50.7988
9448.974609 60.550 -52.4961
9449.340820 60.608 -54.1729
9449.707031 60.628 -55.6738
9450.073242 60.635 -56.9326
9450.439453 60.655 -58.0098
9450.805664 60.702 -59.0615
9451.171875 60.766 -60.2500
9451.538086 60.823 -61.6240
9451.904297 60.853 -63.0771
9452.270508 60.856 -64.4102
9452.636719 60.859 -65.4805
9453.002930 60.901 -66.3252
9453.369141 61.004 -67.1719
9453.735352 61.158 -68.2881
9454.101562 61.327 -69.7939
9454.467773 61.477 -71.6094
9454.833984 61.595 -73.5508
9455.200195 61.693 -75.4844
9455.566406 61.783 -77.4023
9455.932617 61.867 -79.3730
9456.298828 61.929 -81.4121
9456.665039 61.955 -83.4062
9457.031250 61.951 -85.1602
9457.397461 61.948 -86.5605
9457.763672 61.985 -87.7207
9458.129883 62.074 -88.9424
9458.496094 62.182 -90.4873
9458.862305 62.251 -92.3369
9459.228516 62.248 -94.1602
9459.594727 62.189 -95.5098
9459.960938 62.150 -96.1455
9460.327148 62.218 -96.3193
9460.693359 62.428 -96.7246
9461.059570 62.717 -98.0137
9461.425781 62.972 -100.3418
9461.791992 63.100 -103.3291
9462.158203 63.066 -106.3027
9462.524414 62.908 -108.5977
9462.890625 62.726 -109.8516
9463.256836 62.638 -110.2734
9463.623047 62.702 -110.5996
9463.989258 62.873 -111.5850
9464.355469 63.046 -113.4912
9464.721680 63.129 -116.0195
9465.087891 63.092 -118.5898
9465.454102 62.974 -120.6797
9465.820312 62.855 -122.1006
9466.186523 62.812 -123.1143
9466.552734 62.860 -124.2480
9466.918945 62.955 -125.8877
9467.285156 63.028 -128.0303
9467.651367 63.041 -130.3701
9468.017578 63.007 -132.5625
9468.383789 62.969 -134.4678
9468.750000 62.965 -136.2305
9469.116211 62.998 -138.1377
9469.482422 63.032 -140.3711
9469.848633 63.023 -142.8604
9470.214844 62.946 -145.3467
9470.581055 62.810 -147.5498
9470.947266 62.647 -149.3154
9471.313477 62.489 -150.6611
9471.679688 62.353 -151.7080
9472.045898 62.242 -152.5645
9472.412109 62.155 -153.2773
9472.778320 62.096 -153.8887
9473.144531 62.070 -154.4941
9473.510742 62.073 -155.2344
9473.876953 62.085 -156.2012
9474.243164 62.085 -157.3809
9474.609375 62.061 -158.6768
9474.975586 62.019 -160.0078
9475.341797 61.969 -161.3799
9475.708008 61.911 -162.8672
9476.074219 61.832 -164.5156
9476.440430 61.712 -166.2627
9476.806641 61.544 -167.9355
9477.172852 61.340 -169.3379
9477.539062 61.131 -170.3604
9477.905273 60.955 -171.0518
9478.271484 60.833 -171.5986
9478.637695 60.763 -172.2256
9479.003906 60.725 -173.0938
9479.370117 60.684 -174.2422
9479.736328 60.611 -175.5762
9480.102539 60.485 -176.8848
9480.468750 60.309 -177.8916
9480.834961 60.115 -178.3574
9481.201172 59.959 -178.2402
9481.567383 59.892 -177.8086
9481.933594 59.920 -177.5381
9482.299805 59.993 -177.7988
9482.666016 60.035 -178.6045
9483.032227 59.996 -179.6289
9483.398438 59.876 179.5801
9483.764648 59.722 179.3271
